Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
HIGHLINE RESIDENCES,5 Kim Tian Road  #01-05 ,1,112,Strata,2500000,-,22321,2074,28-Feb-18,Condominium,99 Yrs From 22/07/2013,2018,New Sale,Private,3,16,168591,Central Region,Bukit Merah
QUEENS PEAK,1 Dundee Road  #42-07 ,1,140,Strata,2537000,-,18121,1684,28-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,N.A,3,14,149456,Central Region,Queenstown
MARINA BAY RESIDENCES,18 Marina Boulevard  #41-04 ,1,66,Strata,1600000,-,24242,2252,28-Feb-18,Condominium,99 Yrs From 11/10/2005,2010,Resale,Private,1,1,18980,Central Region,Downtown Core
Q BAY RESIDENCES,1 Tampines Street 86  #14-08 ,1,48,Strata,670000,-,13958,1297,28-Feb-18,Condominium,99 Yrs From 21/08/2012,2016,Resale,HDB,18,52,528583,East Region,Tampines
MARTIN MODERN,8 Martin Place  #21-04 ,1,81,Strata,2264460,-,27956,2597,28-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,9,23,237992,Central Region,River Valley
THE ALPS RESIDENCES,115 Tampines Street 86  #05-44 ,1,87,Strata,1068000,-,12276,1140,28-Feb-18,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,Private,18,52,528537,East Region,Tampines
THE ALPS RESIDENCES,111 Tampines Street 86  #06-35 ,1,87,Strata,1082000,-,12437,1155,28-Feb-18,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,HDB,18,52,528535,East Region,Tampines
SUNRISE GARDENS,53 Sunrise Avenue  #03-11 ,1,76,Strata,675000,-,8882,825,28-Feb-18,Condominium,99 Yrs From 24/06/1995,1998,Resale,Private,28,80,806746,North East Region,Ang Mo Kio
MELVILLE PARK,20 Simei Street 1  #05-01 ,1,125,Strata,865000,-,6920,643,28-Feb-18,Condominium,99 Yrs From 01/09/1992,1996,Resale,HDB,18,52,529944,East Region,Tampines
CARIBBEAN AT KEPPEL BAY,30 Keppel Bay Drive  #07-43 ,1,126,Strata,2150000,-,17063,1585,28-Feb-18,Condominium,99 Yrs From 16/08/1999,2004,Resale,Private,4,9,98650,Central Region,Bukit Merah
EIGHT RIVERSUITES,8 Whampoa East  #21-20 ,1,41,Strata,740000,-,18049,1677,28-Feb-18,Condominium,99 Yrs From 11/07/2011,2016,Resale,HDB,12,33,338520,Central Region,Kallang
QUEENS PEAK,3 Dundee Road  #43-18 ,1,186,Strata,3270000,-,17581,1633,27-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149457,Central Region,Queenstown
KOVAN MELODY,21 Kovan Road  #12-14 ,1,114,Strata,1330000,-,11667,1084,27-Feb-18,Condominium,99 Yrs From 20/01/2004,2006,Resale,Private,19,54,548192,North East Region,Hougang
THE MINTON,12A Hougang Street 11  #08-57 ,1,101,Strata,1138000,-,11267,1047,27-Feb-18,Condominium,99 Yrs From 27/07/2007,2013,Resale,Private,19,53,534074,North East Region,Hougang
ORCHARD BEL AIR,245 Orchard Boulevard  #06-02 ,1,300,Strata,4100000,-,13667,1270,27-Feb-18,Condominium,99 Yrs From 01/08/1980,1984,Resale,Private,10,24,248648,Central Region,River Valley
GRANDEUR PARK RESIDENCES,9 Bedok South Avenue 3  #02-39 ,1,62,Strata,1095112,-,17663,1641,27-Feb-18,Condominium,99 Yrs From 25/05/2016,Uncompleted,New Sale,HDB,16,46,465465,East Region,Bedok
EAST MEADOWS,30 Tanah Merah Kechil Road  #05-12 ,1,80,Strata,788000,-,9850,915,27-Feb-18,Condominium,99 Yrs From 02/03/1998,2001,Resale,HDB,16,46,465558,East Region,Bedok
GEM RESIDENCES,1 Lorong 5 Toa Payoh  #10-03 ,1,98,Strata,1559000,-,15908,1478,27-Feb-18,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319458,Central Region,Toa Payoh
MARTIN MODERN,10 Martin Place  #16-09 ,1,71,Strata,2020788,-,28462,2644,27-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,N.A,9,23,237963,Central Region,River Valley
GRANDEUR 8,16 Ang Mo Kio Central 3  #01-28 ,1,132,Strata,1350000,-,10227,950,27-Feb-18,Condominium,99 Yrs From 16/07/2002,2005,Resale,Private,20,56,567748,North East Region,Ang Mo Kio
THE TRUMPS,1 Jalan Kembangan  #01-10 ,1,103,Strata,960000,-,9320,866,27-Feb-18,Condominium,99 Yrs From 14/08/2000,2005,Resale,Private,14,41,419154,East Region,Bedok
SUNRISE GARDENS,57 Sunrise Avenue  #02-12 ,1,120,Strata,930000,-,7750,720,27-Feb-18,Condominium,99 Yrs From 24/06/1995,1998,Resale,HDB,28,80,806748,North East Region,Ang Mo Kio
SKY VUE,3 Bishan Street 15  #29-19 ,1,74,Strata,1348000,-,18216,1692,27-Feb-18,Condominium,99 Yrs From 04/03/2013,2016,Resale,Private,20,57,573911,Central Region,Bishan
QUEENS PEAK,1 Dundee Road  #39-07 ,1,140,Strata,2511000,-,17936,1666,27-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149456,Central Region,Queenstown
QUEENS,12 Stirling Road  #15-11 ,1,110,Strata,1450000,-,13182,1225,27-Feb-18,Condominium,99 Yrs From 16/02/1998,2002,Resale,Private,3,14,148955,Central Region,Queenstown
TREVISTA,25 Lorong 3 Toa Payoh  #20-13 ,1,105,Strata,1530000,-,14571,1354,27-Feb-18,Condominium,99 Yrs From 15/07/2008,2011,Resale,Private,12,31,319583,Central Region,Toa Payoh
THE WARREN,49 Choa Chu Kang Loop  #12-21 ,1,115,Strata,1000000,-,8696,808,27-Feb-18,Condominium,99 Yrs From 21/06/2001,2004,Resale,HDB,23,68,689681,West Region,Choa Chu Kang
QUEENS PEAK,3 Dundee Road  #43-25 ,1,140,Strata,2535000,-,18107,1682,27-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149457,Central Region,Queenstown
CENTRAL GREEN CONDOMINIUM,1 Jalan Membina  #10-02 ,1,86,Strata,1350000,-,15698,1458,27-Feb-18,Condominium,99 Yrs From 01/07/1992,1995,Resale,HDB,3,16,169479,Central Region,Bukit Merah
MARTIN MODERN,10 Martin Place  #17-09 ,1,71,Strata,2040390,-,28738,2670,27-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,N.A,9,23,237963,Central Region,River Valley
CHANGI RISE CONDOMINIUM,8 Simei Rise  #04-22 ,1,95,Strata,825000,-,8684,807,27-Feb-18,Condominium,99 Yrs From 29/11/2000,2004,Resale,HDB,18,52,528803,East Region,Tampines
THE NAUTICAL,97 Jalan Sendudok  #03-81 ,1,73,Strata,818000,-,11205,1041,27-Feb-18,Condominium,99 Yrs From 29/08/2011,2015,Resale,Private,27,76,769474,North Region,Sembawang
TREVISTA,21 Lorong 3 Toa Payoh  #07-06 ,1,107,Strata,1510000,-,14112,1311,27-Feb-18,Condominium,99 Yrs From 15/07/2008,2011,Resale,HDB,12,31,319581,Central Region,Toa Payoh
CASPIAN,60 Lakeside Drive  #14-44 ,1,112,Strata,1300000,-,11607,1078,27-Feb-18,Condominium,99 Yrs From 17/03/2008,2012,Resale,Private,22,64,648320,West Region,Jurong West
HEDGES PARK CONDOMINIUM,87 Flora Drive  #08-53 ,1,93,Strata,868000,-,9333,867,27-Feb-18,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506889,East Region,Pasir Ris
THE TRILINQ,28 Jalan Lempeng  #20-05 ,1,125,Strata,1689000,-,13512,1255,27-Feb-18,Condominium,99 Yrs From 16/04/2012,2017,New Sale,HDB,5,12,128807,West Region,Clementi
KOVAN MELODY,17 Kovan Road  #13-05 ,1,113,Strata,1375000,-,12168,1130,27-Feb-18,Condominium,99 Yrs From 20/01/2004,2006,Resale,HDB,19,54,548190,North East Region,Hougang
BISHAN POINT,61 Bright Hill Drive  #23-02 ,1,110,Strata,1325000,-,12045,1119,27-Feb-18,Condominium,99 Yrs From 06/12/1997,2005,Resale,HDB,20,57,579653,Central Region,Bishan
THE PALETTE,109 Pasir Ris Grove  #14-24 ,1,70,Strata,850000,-,12143,1128,27-Feb-18,Condominium,99 Yrs From 20/10/2010,2015,Resale,Private,18,51,518199,East Region,Pasir Ris
WATERFRONT ISLE,738 Bedok Reservoir Road  #02-33 ,1,55,Strata,710000,-,12909,1199,27-Feb-18,Condominium,99 Yrs From 26/11/2009,2015,Resale,HDB,16,47,479265,East Region,Bedok
THE TRILINQ,28 Jalan Lempeng  #08-05 ,1,125,Strata,1632000,-,13056,1213,27-Feb-18,Condominium,99 Yrs From 16/04/2012,2017,New Sale,HDB,5,12,128807,West Region,Clementi
EASTPOINT GREEN,1 Simei Street 3  #04-02 ,1,89,Strata,777888,-,8740,812,27-Feb-18,Condominium,99 Yrs From 24/04/1996,1999,Resale,HDB,18,52,529890,East Region,Tampines
THE TREVOSE,60 Trevose Crescent  #05-21 ,1,232,Strata,2070000,-,8922,829,27-Feb-18,Condominium,99 Yrs From 14/12/1996,2001,Resale,Private,11,29,298090,Central Region,Novena
THE CREST,105 Prince Charles Crescent  #02-18 ,1,113,Strata,2365000,-,20929,1944,26-Feb-18,Condominium,99 Yrs From 21/12/2012,2017,Resale,Private,3,15,159019,Central Region,Bukit Merah
SANCTUARY GREEN,191 Tanjong Rhu Road  #06-01 ,1,126,Strata,1460000,-,11587,1076,26-Feb-18,Condominium,99 Yrs From 17/03/1997,2003,Resale,Private,15,43,436927,Central Region,Kallang
THE MAYFAIR,3 Jurong East Street 32  #06-03 ,1,108,Strata,1020000,-,9444,877,26-Feb-18,Condominium,99 Yrs From 04/12/1996,2000,Resale,Private,22,60,609478,West Region,Jurong East
HILLVIEW REGENCY,28 Bukit Batok East Avenue 2  #08-17 ,1,84,Strata,786000,-,9357,869,26-Feb-18,Condominium,99 Yrs From 20/06/2000,2005,Resale,HDB,23,65,659921,West Region,Bukit Batok
PEBBLE BAY,132 Tanjong Rhu Road  #07-01 ,1,127,Strata,1775000,-,13976,1298,26-Feb-18,Condominium,99 Yrs From 09/03/1994,1997,Resale,Private,15,43,436919,Central Region,Kallang
RIVERSAILS,14 Upper Serangoon Crescent  #06-37 ,1,96,Strata,1100000,-,11458,1065,26-Feb-18,Condominium,99 Yrs From 07/12/2011,2016,Resale,Private,19,53,534029,North East Region,Hougang
THE TREVOSE,60 Trevose Crescent  #04-29 ,1,176,Strata,2350000,-,13352,1240,26-Feb-18,Condominium,99 Yrs From 14/12/1996,2001,Resale,HDB,11,29,298090,Central Region,Novena
FOREST WOODS,17 Lorong Lew Lian  #11-38 ,1,86,Strata,1418000,-,16488,1532,26-Feb-18,Condominium,99 Yrs From 05/02/2016,Uncompleted,New Sale,HDB,19,53,533852,North East Region,Serangoon
TANAMERA CREST,6 Pari Dedap Walk  #03-03 ,1,113,Strata,950000,-,8407,781,26-Feb-18,Condominium,99 Yrs From 20/06/2000,2004,Resale,HDB,16,48,486060,East Region,Bedok
THE MAYFAIR,1 Jurong East Street 32  #14-01 ,1,114,Strata,1080000,-,9474,880,26-Feb-18,Condominium,99 Yrs From 04/12/1996,2000,Resale,Private,22,60,609477,West Region,Jurong East
GEM RESIDENCES,1 Lorong 5 Toa Payoh  #30-08 ,1,122,Strata,2029000,-,16631,1545,26-Feb-18,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,Private,12,31,319458,Central Region,Toa Payoh
COSTA DEL SOL,82 Bayshore Road  #03-31 ,1,115,Strata,1450000,-,12609,1171,26-Feb-18,Condominium,99 Yrs From 05/05/1997,2003,Resale,Private,16,46,469993,East Region,Bedok
THE BAYSHORE,22 Bayshore Road  #28-01 ,1,94,Strata,980000,-,10426,969,26-Feb-18,Condominium,99 Yrs From 31/05/1993,1996,Resale,Private,16,46,469970,East Region,Bedok
TREVISTA,23 Lorong 3 Toa Payoh  #06-09 ,1,64,Strata,940000,-,14688,1365,26-Feb-18,Condominium,99 Yrs From 15/07/2008,2011,Resale,Private,12,31,319582,Central Region,Toa Payoh
KEW GREEN,189 Kew Crescent ,1,281,Strata,1800000,-,6406,595,26-Feb-18,Condominium,99 Yrs From 21/04/1994,1997,Resale,Private,16,46,466130,East Region,Bedok
SKY HABITAT,9 Bishan Street 15  #11-12 ,1,95,Strata,1540000,-,16211,1506,26-Feb-18,Condominium,99 Yrs From 30/05/2011,2015,Resale,Private,20,57,573909,Central Region,Bishan
QUEENS,16 Stirling Road  #07-19 ,1,110,Strata,1400000,-,12727,1182,26-Feb-18,Condominium,99 Yrs From 16/02/1998,2002,Resale,Private,3,14,148957,Central Region,Queenstown
MARTIN MODERN,10 Martin Place  #21-09 ,1,71,Strata,2144700,-,30207,2806,26-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,N.A,9,23,237963,Central Region,River Valley
THE PALETTE,107 Pasir Ris Grove  #13-19 ,1,231,Strata,2100000,-,9091,845,26-Feb-18,Condominium,99 Yrs From 20/10/2010,2015,Resale,Private,18,51,518198,East Region,Pasir Ris
BAYSHORE PARK,66 Bayshore Road  #02-04 ,1,87,Strata,840000,-,9655,897,26-Feb-18,Condominium,99 Yrs From 17/03/1982,1986,Resale,Private,16,46,469985,East Region,Bedok
MELVILLE PARK,18 Simei Street 1  #01-08 ,1,97,Strata,730000,-,7526,699,26-Feb-18,Condominium,99 Yrs From 01/09/1992,1996,Resale,HDB,18,52,529943,East Region,Tampines
D'LEEDON,13 Leedon Heights  #21-50 ,1,59,Strata,1150000,-,19492,1811,26-Feb-18,Condominium,99 Yrs From 08/04/2010,2014,Resale,Private,10,26,266224,Central Region,Bukit Timah
QUEENS PEAK,1 Dundee Road  #31-08 ,1,93,Strata,1696000,-,18237,1694,26-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149456,Central Region,Queenstown
BARTLEY RIDGE,30 Mount Vernon Road  #04-04 ,1,97,Strata,1430000,-,14742,1370,26-Feb-18,Condominium,99 Yrs From 16/04/2012,2016,Resale,HDB,13,36,368055,Central Region,Toa Payoh
SEA ESTA,20 Pasir Ris Link  #06-14 ,1,84,Strata,858000,-,10214,949,26-Feb-18,Condominium,99 Yrs From 09/01/2012,2015,Resale,HDB,18,51,518157,East Region,Pasir Ris
WATERVIEW,75 Tampines Avenue 1  #11-08 ,1,110,Strata,1160000,-,10545,980,26-Feb-18,Condominium,99 Yrs From 16/06/2010,2014,Resale,Private,18,52,529781,East Region,Tampines
THE TRILINQ,28 Jalan Lempeng  #34-05 ,1,125,Strata,1770000,-,14160,1315,26-Feb-18,Condominium,99 Yrs From 16/04/2012,2017,New Sale,HDB,5,12,128807,West Region,Clementi
MARTIN MODERN,8 Martin Place  #19-04 ,1,81,Strata,2254120,-,27829,2585,26-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,HDB,9,23,237992,Central Region,River Valley
WESTCOVE CONDOMINIUM,12 West Coast Crescent  #06-06 ,1,113,Strata,1010000,-,8938,830,26-Feb-18,Condominium,99 Yrs From 01/03/1995,1998,Resale,Private,5,12,128042,West Region,Clementi
REGENT PARK,26 Jalan Lempeng  #06-10 ,1,75,Strata,842000,-,11227,1043,26-Feb-18,Condominium,99 Yrs From 01/12/1993,1997,Resale,HDB,5,12,128805,West Region,Clementi
DOUBLE BAY RESIDENCES,19B Simei Street 4  #06-27 ,1,118,Strata,1250000,-,10593,984,26-Feb-18,Condominium,99 Yrs From 07/04/2008,2012,Resale,Private,18,52,528714,East Region,Tampines
SKIES MILTONIA,25 Miltonia Close  #12-11 ,1,90,Strata,1088000,-,12089,1123,26-Feb-18,Condominium,99 Yrs From 20/02/2012,2016,Resale,Private,27,76,768060,North Region,Yishun
ASTORIA PARK,32 Lorong Mydin  #13-05 ,1,109,Strata,1170000,-,10734,997,26-Feb-18,Condominium,99 Yrs From 01/05/1993,1995,Resale,Private,14,41,416826,East Region,Bedok
PARC BOTANNIA,16 Fernvale Street  #18-19 ,1,54,Strata,807000,-,14944,1388,25-Feb-18,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
FOREST WOODS,15 Lorong Lew Lian  #06-29 ,1,88,Strata,1432000,-,16273,1512,25-Feb-18,Condominium,99 Yrs From 05/02/2016,Uncompleted,New Sale,N.A,19,53,533853,North East Region,Serangoon
GRANDEUR PARK RESIDENCES,3 Bedok South Avenue 3  #08-21 ,1,83,Strata,1286112,-,15495,1440,25-Feb-18,Condominium,99 Yrs From 25/05/2016,Uncompleted,New Sale,N.A,16,46,465462,East Region,Bedok
FOREST WOODS,9 Lorong Lew Lian  #03-07 ,1,87,Strata,1384000,-,15908,1478,25-Feb-18,Condominium,99 Yrs From 05/02/2016,Uncompleted,New Sale,HDB,19,53,536494,North East Region,Serangoon
GRANDEUR PARK RESIDENCES,3 Bedok South Avenue 3  #07-21 ,1,83,Strata,1278112,-,15399,1431,24-Feb-18,Condominium,99 Yrs From 25/05/2016,Uncompleted,New Sale,HDB,16,46,465462,East Region,Bedok
MARTIN MODERN,8 Martin Place  #18-04 ,1,81,Strata,2249420,-,27771,2580,24-Feb-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,9,23,237992,Central Region,River Valley
SYMPHONY SUITES,17 Yishun Close  #01-35 ,1,95,Strata,1123000,-,11821,1098,24-Feb-18,Condominium,99 Yrs From 10/06/2014,Uncompleted,New Sale,Private,27,76,768012,North Region,Yishun
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #06-07 ,1,109,Strata,815000,-,7477,695,23-Feb-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659802,West Region,Bukit Batok
ARCHIPELAGO,529 Bedok Reservoir Road  #05-101 ,1,286,Strata,2480000,-,8671,806,23-Feb-18,Condominium,99 Yrs From 01/06/2011,2015,Resale,Private,16,47,479281,East Region,Bedok
QUEENS PEAK,3 Dundee Road  #39-17 ,1,79,Strata,1603000,-,20291,1885,23-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149457,Central Region,Queenstown
QUEENS PEAK,1 Dundee Road  #36-13 ,1,98,Strata,1877000,-,19153,1779,23-Feb-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149456,Central Region,Queenstown
THE SHORE RESIDENCES,81 Amber Road  #06-06 ,1,55,Strata,938000,-,17055,1584,23-Feb-18,Condominium,103 Yrs From 18/08/2009,2014,Resale,Private,15,43,439893,Central Region,Marine Parade
THE LAKESHORE,31 Jurong West Street 41  #15-18 ,1,109,Strata,1305000,-,11972,1112,23-Feb-18,Condominium,99 Yrs From 22/11/2002,2008,Resale,Private,22,64,649412,West Region,Jurong West
THE SPRINGBLOOM,139 Serangoon Avenue 3  #10-07 ,1,121,Strata,1398000,-,11554,1073,23-Feb-18,Condominium,99 Yrs From 01/03/1995,1999,Resale,Private,19,55,556119,North East Region,Serangoon
CLOVER BY THE PARK,2 Bishan Street 25  #24-01 ,1,164,Strata,2118000,-,12915,1200,23-Feb-18,Condominium,99 Yrs From 10/09/2007,2011,Resale,Private,20,57,573973,Central Region,Bishan
THE INTERLACE,200 Depot Road  #18-39 ,1,427,Strata,3200000,-,7494,696,23-Feb-18,Condominium,99 Yrs From 11/02/2009,2013,Resale,Private,4,10,109694,Central Region,Bukit Merah
COSTA DEL SOL,80 Bayshore Road  #06-27 ,1,114,Strata,1450000,-,12719,1182,23-Feb-18,Condominium,99 Yrs From 05/05/1997,2003,Resale,Private,16,46,469992,East Region,Bedok
HEDGES PARK CONDOMINIUM,73 Flora Drive  #03-12 ,1,71,Strata,745000,-,10493,975,23-Feb-18,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506882,East Region,Pasir Ris
VARSITY PARK CONDOMINIUM,22 West Coast Road  #02-04 ,1,120,Strata,1367777,-,11398,1059,23-Feb-18,Condominium,99 Yrs From 03/05/2004,2008,Resale,Private,5,12,127446,West Region,Clementi
D'LEEDON,7 Leedon Heights  #23-19 ,1,113,Strata,1800000,-,15929,1480,23-Feb-18,Condominium,99 Yrs From 08/04/2010,2014,Resale,Private,10,26,267953,Central Region,Bukit Timah
TANGLIN VIEW,150 Prince Charles Crescent  #04-01 ,1,106,Strata,1420000,-,13396,1245,23-Feb-18,Condominium,99 Yrs From 17/05/1997,2001,Resale,Private,3,15,159012,Central Region,Bukit Merah
GRANDEUR PARK RESIDENCES,9 Bedok South Avenue 3  #07-39 ,1,62,Strata,1118112,-,18034,1675,23-Feb-18,Condominium,99 Yrs From 25/05/2016,Uncompleted,New Sale,Private,16,46,465465,East Region,Bedok
SPRING GROVE,53A Grange Road  #03-02 ,1,160,Strata,2500000,-,15625,1452,23-Feb-18,Condominium,99 Yrs From 01/12/1991,1996,Resale,Private,10,24,249566,Central Region,Tanglin
D'LEEDON,13 Leedon Heights  #05-44 ,1,81,Strata,1400000,-,17284,1606,23-Feb-18,Condominium,99 Yrs From 08/04/2010,2014,Resale,Private,10,26,266224,Central Region,Bukit Timah
REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #04-07 ,1,161,Strata,2738890,-,17012,1580,23-Feb-18,Condominium,99 Yrs From 15/03/2006,2011,Resale,HDB,4,9,98402,Central Region,Bukit Merah
8@WOODLEIGH,6 Woodleigh Close  #14-12 ,1,80,Strata,1150000,-,14375,1335,23-Feb-18,Condominium,99 Yrs From 22/09/2008,2012,Resale,HDB,13,35,357902,Central Region,Toa Payoh
SANCTUARY GREEN,181 Tanjong Rhu Road  #14-17 ,1,126,Strata,1580000,-,12540,1165,23-Feb-18,Condominium,99 Yrs From 17/03/1997,2004,Resale,Private,15,43,436922,Central Region,Kallang
SEASONS VIEW,7 Pemimpin Drive  #05-02 ,1,106,Strata,1300000,-,12264,1139,23-Feb-18,Condominium,99 Yrs From 06/09/1996,2000,Resale,Private,20,57,576150,Central Region,Bishan
RIVERSOUND RESIDENCE,1 Sengkang East Avenue  #01-02 ,1,146,Strata,1200000,-,8219,764,23-Feb-18,Condominium,99 Yrs From 26/08/2011,2015,Resale,Private,19,54,544811,North East Region,Sengkang
RIVEREDGE,21 Sampan Place  #07-01 ,1,124,Strata,1738000,-,14016,1302,23-Feb-18,Condominium,99 Yrs From 26/02/2004,2008,Resale,Private,15,43,436593,Central Region,Kallang
THE GARDENS AT BISHAN,1 Sin Ming Walk  #05-37 ,1,82,Strata,950000,-,11585,1076,23-Feb-18,Condominium,99 Yrs From 22/03/1997,2004,Resale,HDB,20,57,575574,Central Region,Bishan
THE MINTON,12 Hougang Street 11  #10-56 ,1,103,Strata,1050000,-,10194,947,23-Feb-18,Condominium,99 Yrs From 27/07/2007,2013,Resale,Private,19,53,534075,North East Region,Hougang
SOPHIA HILLS,5 Mount Sophia  #04-05 ,1,57,Strata,1365000,-,23947,2225,23-Feb-18,Condominium,99 Yrs From 10/12/2013,Uncompleted,New Sale,HDB,9,22,228453,Central Region,Rochor
PALM GARDENS,2C Hong San Walk  #15-11 ,1,112,Strata,846000,-,7554,702,23-Feb-18,Condominium,99 Yrs From 12/08/1996,2000,Resale,HDB,23,68,689049,West Region,Choa Chu Kang
THE ESTUARY,87 Yishun Avenue 1  #12-03 ,1,56,Strata,680000,-,12143,1128,23-Feb-18,Condominium,99 Yrs From 25/06/2008,2013,Resale,HDB,27,76,769133,North Region,Yishun
ASCENTIA SKY,3 Alexandra View  #15-11 ,1,137,Strata,1875000,-,13686,1271,23-Feb-18,Condominium,99 Yrs From 26/03/2008,2013,Resale,Private,3,15,158749,Central Region,Bukit Merah
HARBOUR VIEW TOWERS,21 Telok Blangah Drive  #22-02 ,1,74,Strata,1080000,-,14595,1356,23-Feb-18,Condominium,99 Yrs From 01/06/1990,1994,Resale,Private,4,10,109258,Central Region,Bukit Merah
THE OCEANFRONT @ SENTOSA COVE,295 Ocean Drive  #09-20 ,1,159,Strata,3100000,-,19497,1811,23-Feb-18,Condominium,99 Yrs From 10/08/2005,2010,Resale,Private,4,9,98534,Central Region,Southern Islands
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #37-15 ,1,116,Strata,2034000,-,17534,1629,23-Feb-18,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,Private,12,31,319459,Central Region,Toa Payoh
THE INTERLACE,214 Depot Road  #02-67 ,1,314,Strata,2800000,-,8917,828,22-Feb-18,Condominium,99 Yrs From 11/02/2009,2013,Resale,Private,4,10,109701,Central Region,Bukit Merah
COSTA RHU,5 Rhu Cross  #08-13 ,1,124,Strata,1700000,-,13710,1274,22-Feb-18,Condominium,99 Yrs From 30/05/1994,1997,Resale,Private,15,43,437434,Central Region,Kallang
ECO SANCTUARY,63 Chestnut Avenue  #01-11 ,1,89,Strata,968000,-,10876,1010,22-Feb-18,Condominium,99 Yrs From 25/04/2012,2016,Resale,HDB,23,67,679523,West Region,Bukit Panjang
RIVERSAILS,2 Upper Serangoon Crescent  #10-01 ,1,48,Strata,660000,-,13750,1277,22-Feb-18,Condominium,99 Yrs From 07/12/2011,2016,Resale,HDB,19,53,534035,North East Region,Hougang
THE CREST,113 Prince Charles Crescent  #04-34 ,1,158,Strata,3267000,-,20677,1921,22-Feb-18,Condominium,99 Yrs From 21/12/2012,2017,Resale,HDB,3,15,159023,Central Region,Bukit Merah
SKY VUE,1 Bishan Street 15  #05-09 ,1,63,Strata,1050000,-,16667,1548,22-Feb-18,Condominium,99 Yrs From 04/03/2013,2016,Resale,Private,20,57,573910,Central Region,Bishan
THE BAYSHORE,22 Bayshore Road  #27-02 ,1,94,Strata,970000,-,10319,959,22-Feb-18,Condominium,99 Yrs From 31/05/1993,1996,Resale,Private,16,46,469970,East Region,Bedok
RIPPLE BAY,10 Pasir Ris Link  #12-42 ,1,72,Strata,805000,-,11181,1039,22-Feb-18,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518163,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,87 Flora Drive  #05-58 ,1,93,Strata,875000,-,9409,874,22-Feb-18,Condominium,99 Yrs From 28/07/2010,2015,Resale,Private,17,50,506889,East Region,Pasir Ris
