Planning Area,Transacted Price ($),,,,,,,,
Sengkang,1230000,,,,,,,,
Novena,1968000,,,,,,,,
Bishan,1740000,,,,,,,,
Yishun,1138000,,,,,,,,
Tampines,1218000,,,,,,,,
Bedok,650000,,,,,,,,
Bedok,1300000,,,,,,,,
Pasir Ris,758000,,,,,,,,
Bukit Merah,2570000,,,,,,,,
Bedok,1015000,,,,,,,,
Kallang,1720000,,,,,,,,
Queenstown,1490000,,,,,,,,
Toa Payoh,2271000,,,,,,,,
Geylang,2274000,,,,,,,,
Bukit Batok,950000,,,,,,,,
Bukit Panjang,950000,,,,,,,,
Bukit Timah,1215000,,,,,,,,
Clementi,1150000,,,,,,,,
Hougang,1350000,,,,,,,,
Bukit Timah,2750000,,,,,,,,
Bedok,1250000,,,,,,,,
Bukit Merah,2003000,,,,,,,,
Pasir Ris,780000,,,,,,,,
Bedok,850000,,,,,,,,
Choa Chu Kang,928000,,,,,,,,
Bishan,2258000,,,,,,,,
Yishun,1060000,,,,,,,,
Hougang,1310000,,,,,,,,
Woodlands,1111000,,,,,,,,
Jurong West,1268000,,,,,,,,
Choa Chu Kang,888888,,,,,,,,
Bukit Merah,2016800,,,,,,,,
Bishan,1840300,,,,,,,,
Bishan,930000,,,,,,,,
Punggol,1238888,,,,,,,,
Bishan,1220000,,,,,,,,
Bedok,1720000,,,,,,,,
Ang Mo Kio,1100000,,,,,,,,
Choa Chu Kang,820000,,,,,,,,
Hougang,855000,,,,,,,,
Woodlands,531500,,,,,,,,
Tampines,1045000,,,,,,,,
Pasir Ris,1033000,,,,,,,,
Bukit Timah,1690000,,,,,,,,
Jurong East,880000,,,,,,,,
Kallang,755000,,,,,,,,
Geylang,1165000,,,,,,,,
Kallang,1180000,,,,,,,,
Hougang,1280000,,,,,,,,
Bedok,780000,,,,,,,,
Kallang,2700000,,,,,,,,
Woodlands,1280000,,,,,,,,
Toa Payoh,703000,,,,,,,,
Toa Payoh,1935000,,,,,,,,
Woodlands,880000,,,,,,,,
Toa Payoh,831000,,,,,,,,
Bukit Batok,860000,,,,,,,,
Bukit Timah,1450000,,,,,,,,
Sembawang,840000,,,,,,,,
Jurong West,1363000,,,,,,,,
Yishun,780000,,,,,,,,
Bedok,820000,,,,,,,,
Queenstown,1680000,,,,,,,,
Sengkang,1238000,,,,,,,,
Woodlands,1480000,,,,,,,,
Kallang,2050000,,,,,,,,
Bishan,1400000,,,,,,,,
Serangoon,1409000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Bukit Panjang,1600000,,,,,,,,
Kallang,1050000,,,,,,,,
Clementi,1400000,,,,,,,,
Hougang,1270000,,,,,,,,
Pasir Ris,1025000,,,,,,,,
Bishan,1588000,,,,,,,,
Bishan,2300000,,,,,,,,
Bukit Merah,1815000,,,,,,,,
Bedok,1320000,,,,,,,,
Pasir Ris,760000,,,,,,,,
Kallang,1658888,,,,,,,,
Bukit Batok,882000,,,,,,,,
Novena,1560000,,,,,,,,
Bukit Merah,1610000,,,,,,,,
Yishun,845000,,,,,,,,
Choa Chu Kang,850000,,,,,,,,
Jurong West,1450000,,,,,,,,
Kallang,1126000,,,,,,,,
Tampines,1212000,,,,,,,,
Bedok,910000,,,,,,,,
Bukit Merah,2758000,,,,,,,,
Serangoon,1033000,,,,,,,,
Kallang,1390000,,,,,,,,
Clementi,1270000,,,,,,,,
Ang Mo Kio,1280000,,,,,,,,
Bukit Batok,800000,,,,,,,,
Mandai,1200000,,,,,,,,
Pasir Ris,1238000,,,,,,,,
Serangoon,1260000,,,,,,,,
Pasir Ris,750000,,,,,,,,
Jurong West,1275000,,,,,,,,
Yishun,820000,,,,,,,,
Yishun,785000,,,,,,,,
Bukit Batok,800000,,,,,,,,
Bedok,998000,,,,,,,,
Sengkang,1200000,,,,,,,,
Bedok,940000,,,,,,,,
Tampines,1300000,,,,,,,,
Geylang,2528000,,,,,,,,
Bedok,1680000,,,,,,,,
Choa Chu Kang,830000,,,,,,,,
Bukit Merah,2880000,,,,,,,,
Toa Payoh,725000,,,,,,,,
Hougang,1518000,,,,,,,,
Singapore River,1250000,,,,,,,,
Bedok,600000,,,,,,,,
Tampines,1088000,,,,,,,,
Downtown Core,2637500,,,,,,,,
Queenstown,1480000,,,,,,,,
Pasir Ris,680000,,,,,,,,
Woodlands,850000,,,,,,,,
Kallang,1788000,,,,,,,,
Kallang,1138000,,,,,,,,
Tampines,968000,,,,,,,,
Toa Payoh,1266000,,,,,,,,
Bedok,2300000,,,,,,,,
Pasir Ris,750000,,,,,,,,
Ang Mo Kio,870000,,,,,,,,
Choa Chu Kang,715000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Pasir Ris,580000,,,,,,,,
Kallang,2650000,,,,,,,,
Jurong West,1625000,,,,,,,,
Woodlands,935000,,,,,,,,
Bedok,1300000,,,,,,,,
Bedok,1118000,,,,,,,,
Bukit Panjang,1240000,,,,,,,,
Bedok,754000,,,,,,,,
Bedok,1877000,,,,,,,,
Toa Payoh,1264000,,,,,,,,
Toa Payoh,1103000,,,,,,,,
Tampines,872000,,,,,,,,
Toa Payoh,1095000,,,,,,,,
Toa Payoh,930000,,,,,,,,
Toa Payoh,1088000,,,,,,,,
Toa Payoh,1235000,,,,,,,,
Toa Payoh,1564000,,,,,,,,
River Valley,2123554,,,,,,,,
Tampines,850400,,,,,,,,
Toa Payoh,1569000,,,,,,,,
Toa Payoh,1802000,,,,,,,,
Toa Payoh,1564000,,,,,,,,
Toa Payoh,890000,,,,,,,,
Toa Payoh,827000,,,,,,,,
Toa Payoh,1353000,,,,,,,,
Toa Payoh,1642000,,,,,,,,
Toa Payoh,1240000,,,,,,,,
Toa Payoh,1920000,,,,,,,,
Toa Payoh,1281000,,,,,,,,
River Valley,2114700,,,,,,,,
Toa Payoh,1047000,,,,,,,,
Sengkang,707000,,,,,,,,
Toa Payoh,2068000,,,,,,,,
Toa Payoh,1115000,,,,,,,,
Tampines,838400,,,,,,,,
Toa Payoh,1260000,,,,,,,,
Toa Payoh,1462000,,,,,,,,
Toa Payoh,1778000,,,,,,,,
Pasir Ris,753500,,,,,,,,
Serangoon,680000,,,,,,,,
Bukit Merah,1583000,,,,,,,,
Pasir Ris,510000,,,,,,,,
Bedok,850000,,,,,,,,
Hougang,1045000,,,,,,,,
Hougang,1128000,,,,,,,,
Sembawang,1215000,,,,,,,,
Toa Payoh,851000,,,,,,,,
Downtown Core,5600000,,,,,,,,
Jurong West,1060000,,,,,,,,
Woodlands,535000,,,,,,,,
Bedok,950000,,,,,,,,
Pasir Ris,1175000,,,,,,,,
Punggol,650000,,,,,,,,
Pasir Ris,1450000,,,,,,,,
Punggol,625000,,,,,,,,
Hougang,1540000,,,,,,,,
Hougang,810000,,,,,,,,
Bukit Merah,2056000,,,,,,,,
Jurong West,1360000,,,,,,,,
Kallang,1080000,,,,,,,,
Hougang,1165000,,,,,,,,
Sengkang,673000,,,,,,,,
Clementi,1250000,,,,,,,,
Bukit Merah,1468000,,,,,,,,
Yishun,1260000,,,,,,,,
Bukit Merah,2805000,,,,,,,,
River Valley,1608000,,,,,,,,
Clementi,988000,,,,,,,,
Novena,1561000,,,,,,,,
Bukit Merah,1281000,,,,,,,,
Geylang,1255000,,,,,,,,
Singapore River,1800000,,,,,,,,
Bukit Merah,2130000,,,,,,,,
Bukit Merah,3113000,,,,,,,,
Bukit Merah,1988000,,,,,,,,
Kallang,1050000,,,,,,,,
Bukit Merah,1500000,,,,,,,,
Bedok,660000,,,,,,,,
Hougang,1030000,,,,,,,,
Toa Payoh,1135000,,,,,,,,
Toa Payoh,1189000,,,,,,,,
Tampines,940000,,,,,,,,
Pasir Ris,775000,,,,,,,,
Toa Payoh,1569000,,,,,,,,
Sembawang,780000,,,,,,,,
Tampines,808000,,,,,,,,
Bukit Merah,1460000,,,,,,,,
Bukit Merah,1530000,,,,,,,,
Toa Payoh,2409000,,,,,,,,
Pasir Ris,1500000,,,,,,,,
Newton,2200000,,,,,,,,
Tampines,1050000,,,,,,,,
Southern Islands,3200000,,,,,,,,
Bukit Merah,2908000,,,,,,,,
Toa Payoh,1119000,,,,,,,,
Tampines,960000,,,,,,,,
Queenstown,1515000,,,,,,,,
Woodlands,950000,,,,,,,,
Tampines,968888,,,,,,,,
Toa Payoh,1103000,,,,,,,,
Toa Payoh,1492000,,,,,,,,
Pasir Ris,910000,,,,,,,,
Tampines,788000,,,,,,,,
Jurong West,970000,,,,,,,,
Hougang,1070000,,,,,,,,
Geylang,1532900,,,,,,,,
Bedok,1100000,,,,,,,,
Jurong West,1220000,,,,,,,,
Clementi,1200000,,,,,,,,
Toa Payoh,1718000,,,,,,,,
Tampines,1390000,,,,,,,,
Bukit Batok,1018000,,,,,,,,
Clementi,1350000,,,,,,,,
Toa Payoh,836000,,,,,,,,
Choa Chu Kang,855000,,,,,,,,
Toa Payoh,827000,,,,,,,,
Bedok,1780000,,,,,,,,
Toa Payoh,1127000,,,,,,,,
Toa Payoh,827000,,,,,,,,
Bukit Merah,2243000,,,,,,,,
Ang Mo Kio,895000,,,,,,,,
Kallang,1380000,,,,,,,,
Bedok,660800,,,,,,,,
Toa Payoh,630000,,,,,,,,
Marine Parade,1725000,,,,,,,,
Ang Mo Kio,840000,,,,,,,,
Bukit Merah,2128000,,,,,,,,
Bedok,740000,,,,,,,,
Novena,2150000,,,,,,,,
Bukit Batok,1200000,,,,,,,,
Pasir Ris,960000,,,,,,,,
Bukit Batok,1130000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Pasir Ris,1300000,,,,,,,,
Toa Payoh,650000,,,,,,,,
Tampines,870000,,,,,,,,
Toa Payoh,1620000,,,,,,,,
Tampines,677320,,,,,,,,
Singapore River,1833000,,,,,,,,
Tampines,1690000,,,,,,,,
Sembawang,960000,,,,,,,,
Toa Payoh,1619000,,,,,,,,
Sembawang,860000,,,,,,,,
Toa Payoh,840000,,,,,,,,
Yishun,1113800,,,,,,,,
Jurong East,1050000,,,,,,,,
Bedok,1118000,,,,,,,,
Toa Payoh,831000,,,,,,,,
Bukit Panjang,894000,,,,,,,,
Sengkang,1040000,,,,,,,,
Bedok,1880000,,,,,,,,
Yishun,980000,,,,,,,,
Kallang,1280000,,,,,,,,
Serangoon,1500000,,,,,,,,
Pasir Ris,770000,,,,,,,,
Pasir Ris,860000,,,,,,,,
Jurong East,1265000,,,,,,,,
Pasir Ris,980000,,,,,,,,
Yishun,875000,,,,,,,,
Toa Payoh,1293000,,,,,,,,
Bukit Merah,3729000,,,,,,,,
Bukit Timah,1850000,,,,,,,,
Toa Payoh,1289000,,,,,,,,
Toa Payoh,1090000,,,,,,,,
Hougang,1020000,,,,,,,,
Kallang,1680000,,,,,,,,
Sengkang,960000,,,,,,,,
Pasir Ris,1298000,,,,,,,,
Toa Payoh,1915000,,,,,,,,
Pasir Ris,738000,,,,,,,,
Bedok,1205640,,,,,,,,
Clementi,1080000,,,,,,,,
Toa Payoh,790000,,,,,,,,
Bukit Merah,2030000,,,,,,,,
Bishan,1300000,,,,,,,,
Jurong West,1055000,,,,,,,,
Geylang,1617200,,,,,,,,
Punggol,1300000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1497000,,,,,,,,
Choa Chu Kang,880000,,,,,,,,
Toa Payoh,790000,,,,,,,,
Pasir Ris,870000,,,,,,,,
Toa Payoh,796000,,,,,,,,
Toa Payoh,1059000,,,,,,,,
Toa Payoh,1100000,,,,,,,,
Toa Payoh,1969000,,,,,,,,
Toa Payoh,831000,,,,,,,,
Toa Payoh,786000,,,,,,,,
Toa Payoh,1647000,,,,,,,,
Toa Payoh,792000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1887000,,,,,,,,
Geylang,1531400,,,,,,,,
Toa Payoh,818000,,,,,,,,
Toa Payoh,1502000,,,,,,,,
Toa Payoh,863000,,,,,,,,
Toa Payoh,842000,,,,,,,,
Toa Payoh,1079000,,,,,,,,
Queenstown,1681000,,,,,,,,
Toa Payoh,1120000,,,,,,,,
Toa Payoh,1347000,,,,,,,,
Toa Payoh,1127000,,,,,,,,
Toa Payoh,1336000,,,,,,,,
Toa Payoh,1652000,,,,,,,,
Toa Payoh,790000,,,,,,,,
Toa Payoh,1507000,,,,,,,,
Toa Payoh,1123000,,,,,,,,
Toa Payoh,982000,,,,,,,,
Toa Payoh,1388000,,,,,,,,
Toa Payoh,1417000,,,,,,,,
Toa Payoh,1647000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Toa Payoh,1744000,,,,,,,,
Toa Payoh,1632000,,,,,,,,
Toa Payoh,1249000,,,,,,,,
Clementi,1180000,,,,,,,,
Toa Payoh,1249000,,,,,,,,
Geylang,1250000,,,,,,,,
Toa Payoh,1168000,,,,,,,,
Toa Payoh,1245000,,,,,,,,
Novena,2400000,,,,,,,,
Bedok,1175000,,,,,,,,
Kallang,1630000,,,,,,,,
Toa Payoh,1536000,,,,,,,,
Choa Chu Kang,860000,,,,,,,,
Bukit Batok,1025000,,,,,,,,
Bukit Merah,1693000,,,,,,,,
Toa Payoh,857000,,,,,,,,
Bukit Merah,1968000,,,,,,,,
Toa Payoh,1096000,,,,,,,,
Toa Payoh,1532000,,,,,,,,
Toa Payoh,1231000,,,,,,,,
Tampines,1140000,,,,,,,,
Kallang,1900000,,,,,,,,
Jurong West,1310000,,,,,,,,
Pasir Ris,830000,,,,,,,,
Bukit Panjang,1180000,,,,,,,,
Punggol,1180000,,,,,,,,
Serangoon,640000,,,,,,,,
Bukit Batok,950000,,,,,,,,
Tampines,833000,,,,,,,,
Mandai,760000,,,,,,,,
Toa Payoh,1890000,,,,,,,,
Toa Payoh,1174000,,,,,,,,
Hougang,925000,,,,,,,,
Toa Payoh,1263000,,,,,,,,
Toa Payoh,1119000,,,,,,,,
Pasir Ris,850000,,,,,,,,
Toa Payoh,1098000,,,,,,,,
Toa Payoh,1203000,,,,,,,,
Toa Payoh,1269000,,,,,,,,
Toa Payoh,1067000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,2217000,,,,,,,,
Toa Payoh,1131000,,,,,,,,
Toa Payoh,1827000,,,,,,,,
Toa Payoh,1584000,,,,,,,,
Toa Payoh,801000,,,,,,,,
Bedok,1680000,,,,,,,,
Toa Payoh,1204000,,,,,,,,
Toa Payoh,1166000,,,,,,,,
Pasir Ris,568000,,,,,,,,
Toa Payoh,1111000,,,,,,,,
Toa Payoh,1725000,,,,,,,,
Toa Payoh,819000,,,,,,,,
Toa Payoh,833000,,,,,,,,
Toa Payoh,1651000,,,,,,,,
Toa Payoh,1115000,,,,,,,,
Toa Payoh,996000,,,,,,,,
Toa Payoh,1115000,,,,,,,,
Tampines,1752000,,,,,,,,
Punggol,1220000,,,,,,,,
Toa Payoh,982000,,,,,,,,
Toa Payoh,1349000,,,,,,,,
Toa Payoh,1236000,,,,,,,,
Toa Payoh,875000,,,,,,,,
Toa Payoh,1195000,,,,,,,,
Toa Payoh,878000,,,,,,,,
Tampines,670760,,,,,,,,
Toa Payoh,831000,,,,,,,,
Toa Payoh,839000,,,,,,,,
Toa Payoh,1138000,,,,,,,,
Toa Payoh,1180000,,,,,,,,
Toa Payoh,832000,,,,,,,,
Toa Payoh,1166000,,,,,,,,
Toa Payoh,1084000,,,,,,,,
Toa Payoh,1088000,,,,,,,,
Toa Payoh,1516000,,,,,,,,
Toa Payoh,1289000,,,,,,,,
Toa Payoh,1072000,,,,,,,,
Toa Payoh,1150000,,,,,,,,
Queenstown,1689000,,,,,,,,
Toa Payoh,796000,,,,,,,,
Toa Payoh,1142000,,,,,,,,
Toa Payoh,1004000,,,,,,,,
Toa Payoh,1251000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1728000,,,,,,,,
Toa Payoh,881000,,,,,,,,
Toa Payoh,1196000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1116000,,,,,,,,
Southern Islands,3100000,,,,,,,,
Sengkang,1220112,,,,,,,,
Queenstown,1619000,,,,,,,,
Toa Payoh,1200000,,,,,,,,
Toa Payoh,1184000,,,,,,,,
Toa Payoh,1075000,,,,,,,,
Toa Payoh,1051000,,,,,,,,
Toa Payoh,860000,,,,,,,,
Toa Payoh,1745000,,,,,,,,
Toa Payoh,1084000,,,,,,,,
Toa Payoh,2329000,,,,,,,,
Toa Payoh,1103000,,,,,,,,
Queenstown,1380000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1482000,,,,,,,,
Toa Payoh,1051000,,,,,,,,
Toa Payoh,854000,,,,,,,,
Toa Payoh,840000,,,,,,,,
Toa Payoh,1059000,,,,,,,,
Toa Payoh,2397000,,,,,,,,
Tampines,1167000,,,,,,,,
Tampines,1512800,,,,,,,,
Toa Payoh,821000,,,,,,,,
Toa Payoh,1584000,,,,,,,,
Toa Payoh,1740000,,,,,,,,
Toa Payoh,1028000,,,,,,,,
Tampines,867510,,,,,,,,
River Valley,2466000,,,,,,,,
Toa Payoh,789000,,,,,,,,
Toa Payoh,1353000,,,,,,,,
Toa Payoh,1124000,,,,,,,,
Toa Payoh,834000,,,,,,,,
Toa Payoh,1080000,,,,,,,,
Toa Payoh,1265000,,,,,,,,
Toa Payoh,944000,,,,,,,,
Toa Payoh,1112000,,,,,,,,
Toa Payoh,1564000,,,,,,,,
Toa Payoh,1215000,,,,,,,,
Toa Payoh,1357000,,,,,,,,
Toa Payoh,1579000,,,,,,,,
Toa Payoh,816000,,,,,,,,
Toa Payoh,1192000,,,,,,,,
River Valley,3807600,,,,,,,,
Toa Payoh,834000,,,,,,,,
Toa Payoh,1102000,,,,,,,,
Toa Payoh,2359000,,,,,,,,
Toa Payoh,1092000,,,,,,,,
Toa Payoh,1930000,,,,,,,,
Toa Payoh,2341000,,,,,,,,
Toa Payoh,1609000,,,,,,,,
Toa Payoh,1008000,,,,,,,,
Toa Payoh,2311000,,,,,,,,
Toa Payoh,796000,,,,,,,,
Toa Payoh,1248000,,,,,,,,
Choa Chu Kang,835000,,,,,,,,
Toa Payoh,1526000,,,,,,,,
Toa Payoh,1244000,,,,,,,,
Toa Payoh,2347000,,,,,,,,
Toa Payoh,1160000,,,,,,,,
Toa Payoh,1720000,,,,,,,,
Toa Payoh,2305000,,,,,,,,
Toa Payoh,2265000,,,,,,,,
Toa Payoh,965000,,,,,,,,
Toa Payoh,1345000,,,,,,,,
Toa Payoh,843000,,,,,,,,
Toa Payoh,2353000,,,,,,,,
Toa Payoh,824000,,,,,,,,
Toa Payoh,1099000,,,,,,,,
Sengkang,981000,,,,,,,,
Toa Payoh,1862000,,,,,,,,
Toa Payoh,887000,,,,,,,,
River Valley,4035600,,,,,,,,
Toa Payoh,1642000,,,,,,,,
Bedok,1080000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1134000,,,,,,,,
Toa Payoh,1547000,,,,,,,,
Toa Payoh,1564000,,,,,,,,
Toa Payoh,816000,,,,,,,,
Toa Payoh,2157000,,,,,,,,
Toa Payoh,1211000,,,,,,,,
Toa Payoh,1067000,,,,,,,,
Toa Payoh,1020000,,,,,,,,
Toa Payoh,1285000,,,,,,,,
Toa Payoh,1812000,,,,,,,,
Toa Payoh,1337000,,,,,,,,
Toa Payoh,1402000,,,,,,,,
Toa Payoh,848000,,,,,,,,
Toa Payoh,3450000,,,,,,,,
Toa Payoh,1146000,,,,,,,,
Toa Payoh,1223000,,,,,,,,
Toa Payoh,1277000,,,,,,,,
Toa Payoh,1182000,,,,,,,,
Toa Payoh,1275000,,,,,,,,
Toa Payoh,790000,,,,,,,,
Toa Payoh,1219000,,,,,,,,
Toa Payoh,2199000,,,,,,,,
Toa Payoh,1111000,,,,,,,,
Toa Payoh,1248000,,,,,,,,
Toa Payoh,1807000,,,,,,,,
Toa Payoh,1064000,,,,,,,,
Toa Payoh,1584000,,,,,,,,
Queenstown,966000,,,,,,,,
Toa Payoh,1297000,,,,,,,,
Toa Payoh,1172000,,,,,,,,
Toa Payoh,1599000,,,,,,,,
Toa Payoh,795000,,,,,,,,
Toa Payoh,1293000,,,,,,,,
Toa Payoh,2156000,,,,,,,,
Toa Payoh,1546000,,,,,,,,
Toa Payoh,819000,,,,,,,,
Bedok,1458000,,,,,,,,
Toa Payoh,1316000,,,,,,,,
Toa Payoh,1078000,,,,,,,,
Toa Payoh,1190000,,,,,,,,
Tampines,693720,,,,,,,,
Toa Payoh,1760000,,,,,,,,
Toa Payoh,2205000,,,,,,,,
Toa Payoh,1467000,,,,,,,,
Toa Payoh,1178000,,,,,,,,
Toa Payoh,866000,,,,,,,,
Toa Payoh,1138000,,,,,,,,
Toa Payoh,1260000,,,,,,,,
Toa Payoh,1320000,,,,,,,,
Toa Payoh,1397000,,,,,,,,
Toa Payoh,1156000,,,,,,,,
Toa Payoh,843000,,,,,,,,
Toa Payoh,819000,,,,,,,,
Toa Payoh,1227000,,,,,,,,
Toa Payoh,1361000,,,,,,,,
Toa Payoh,1092000,,,,,,,,
Toa Payoh,1627000,,,,,,,,
Toa Payoh,1036000,,,,,,,,
Toa Payoh,1730000,,,,,,,,
Toa Payoh,1090000,,,,,,,,
River Valley,4023250,,,,,,,,
Toa Payoh,1837000,,,,,,,,
Toa Payoh,1579000,,,,,,,,
Toa Payoh,815000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Toa Payoh,1637000,,,,,,,,
Tampines,1259000,,,,,,,,
Toa Payoh,836000,,,,,,,,
Toa Payoh,1095000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1096000,,,,,,,,
Tampines,1077000,,,,,,,,
Toa Payoh,1162000,,,,,,,,
Toa Payoh,1020000,,,,,,,,
Toa Payoh,1275000,,,,,,,,
Toa Payoh,1392000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1199000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1277000,,,,,,,,
Sengkang,968000,,,,,,,,
Bishan,1720000,,,,,,,,
Toa Payoh,884000,,,,,,,,
Toa Payoh,1107000,,,,,,,,
River Valley,2142986,,,,,,,,
Toa Payoh,1564000,,,,,,,,
Toa Payoh,1047000,,,,,,,,
Toa Payoh,1895000,,,,,,,,
Toa Payoh,1257000,,,,,,,,
Toa Payoh,1755000,,,,,,,,
Toa Payoh,1487000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Toa Payoh,1900000,,,,,,,,
Toa Payoh,1188000,,,,,,,,
Toa Payoh,1000000,,,,,,,,
Toa Payoh,1357000,,,,,,,,
Toa Payoh,1114000,,,,,,,,
Toa Payoh,869000,,,,,,,,
Toa Payoh,1750000,,,,,,,,
Toa Payoh,1080000,,,,,,,,
Toa Payoh,943000,,,,,,,,
Mandai,725000,,,,,,,,
Toa Payoh,1321000,,,,,,,,
Toa Payoh,1024000,,,,,,,,
Toa Payoh,822000,,,,,,,,
Toa Payoh,1108000,,,,,,,,
Toa Payoh,796000,,,,,,,,
Toa Payoh,1765000,,,,,,,,
Toa Payoh,1119000,,,,,,,,
Toa Payoh,1057000,,,,,,,,
Toa Payoh,1574000,,,,,,,,
Queenstown,1502000,,,,,,,,
Toa Payoh,1273000,,,,,,,,
Toa Payoh,1261000,,,,,,,,
Bukit Timah,2250000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1604000,,,,,,,,
Toa Payoh,816000,,,,,,,,
Toa Payoh,1847000,,,,,,,,
Toa Payoh,1472000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Toa Payoh,1569000,,,,,,,,
Kallang,1200000,,,,,,,,
Toa Payoh,2323000,,,,,,,,
Toa Payoh,953000,,,,,,,,
Toa Payoh,1154000,,,,,,,,
Toa Payoh,1099000,,,,,,,,
Toa Payoh,1632000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,1080000,,,,,,,,
Toa Payoh,1652000,,,,,,,,
Toa Payoh,1599000,,,,,,,,
Bedok,725000,,,,,,,,
Toa Payoh,1232000,,,,,,,,
Toa Payoh,804000,,,,,,,,
Toa Payoh,1208000,,,,,,,,
Toa Payoh,798000,,,,,,,,
Toa Payoh,1739000,,,,,,,,
Toa Payoh,1349000,,,,,,,,
Toa Payoh,1377000,,,,,,,,
Toa Payoh,790000,,,,,,,,
Toa Payoh,854000,,,,,,,,
Toa Payoh,890000,,,,,,,,
Toa Payoh,819000,,,,,,,,
Toa Payoh,935000,,,,,,,,
Sembawang,925000,,,,,,,,
Tampines,948000,,,,,,,,
River Valley,2394000,,,,,,,,
Pasir Ris,1019000,,,,,,,,
Toa Payoh,1032000,,,,,,,,
Toa Payoh,2335000,,,,,,,,
Toa Payoh,1104000,,,,,,,,
Toa Payoh,1574000,,,,,,,,
Toa Payoh,2181000,,,,,,,,
Toa Payoh,1579000,,,,,,,,
Toa Payoh,1345000,,,,,,,,
Toa Payoh,857000,,,,,,,,
Toa Payoh,793000,,,,,,,,
Toa Payoh,2353000,,,,,,,,
Toa Payoh,845000,,,,,,,,
Toa Payoh,1127000,,,,,,,,
Toa Payoh,1642000,,,,,,,,
Toa Payoh,857000,,,,,,,,
Toa Payoh,796000,,,,,,,,
Toa Payoh,1593000,,,,,,,,
Toa Payoh,1584000,,,,,,,,
Toa Payoh,1594000,,,,,,,,
Toa Payoh,1647000,,,,,,,,
Toa Payoh,1083000,,,,,,,,
Toa Payoh,1075000,,,,,,,,
Toa Payoh,828000,,,,,,,,
Toa Payoh,1040000,,,,,,,,
Toa Payoh,2973000,,,,,,,,
Toa Payoh,1627000,,,,,,,,
Toa Payoh,978000,,,,,,,,
Toa Payoh,1257000,,,,,,,,
Toa Payoh,1068000,,,,,,,,
Toa Payoh,819000,,,,,,,,
Toa Payoh,1401000,,,,,,,,
Toa Payoh,1051000,,,,,,,,
Toa Payoh,1661000,,,,,,,,
Hougang,1188000,,,,,,,,
Ang Mo Kio,1800000,,,,,,,,
Bishan,1360000,,,,,,,,
Novena,2500000,,,,,,,,
Sengkang,780000,,,,,,,,
Geylang,1180000,,,,,,,,
Hougang,1080000,,,,,,,,
Tampines,871560,,,,,,,,
Sengkang,855000,,,,,,,,
Clementi,1300000,,,,,,,,
Tampines,1520000,,,,,,,,
Sembawang,545000,,,,,,,,
Kallang,1500000,,,,,,,,
Choa Chu Kang,985000,,,,,,,,
Bukit Panjang,1180000,,,,,,,,
Bukit Batok,1240000,,,,,,,,
Woodlands,848000,,,,,,,,
River Valley,5540920,,,,,,,,
Sengkang,700000,,,,,,,,
Bukit Merah,1820000,,,,,,,,
Bukit Merah,1712000,,,,,,,,
Jurong West,1180000,,,,,,,,
Pasir Ris,830000,,,,,,,,
Bukit Batok,1010000,,,,,,,,
Bishan,1850000,,,,,,,,
Bukit Timah,2100000,,,,,,,,
Tampines,878000,,,,,,,,
Bedok,1110000,,,,,,,,
Pasir Ris,780000,,,,,,,,
Bukit Panjang,880000,,,,,,,,
Jurong West,1728000,,,,,,,,
Sengkang,693000,,,,,,,,
Bukit Merah,3089000,,,,,,,,
Queenstown,2542000,,,,,,,,
Kallang,1110000,,,,,,,,
Bukit Merah,1783000,,,,,,,,
Bukit Batok,778000,,,,,,,,
Toa Payoh,2350000,,,,,,,,
Queenstown,1535000,,,,,,,,
Choa Chu Kang,900000,,,,,,,,
Geylang,1888000,,,,,,,,
Bukit Merah,2564000,,,,,,,,
Bishan,2059000,,,,,,,,
Bukit Merah,2471000,,,,,,,,
Sengkang,680000,,,,,,,,
Marine Parade,2500000,,,,,,,,
Tampines,674040,,,,,,,,
Downtown Core,8700000,,,,,,,,
Tampines,1950000,,,,,,,,
Sengkang,1389112,,,,,,,,
Tampines,1425600,,,,,,,,
Tampines,678140,,,,,,,,
Toa Payoh,1557220,,,,,,,,
Toa Payoh,1840000,,,,,,,,
